unitid,insname,lat,long,endow1,endow2,enroll
148496,Dominican University,41.902834,-87.821872,28692487,29885513,3696
113698,Dominican University of California,37.980014,-122.514654,34786972,35232559,1863
122117,Dongguk University-Los Angeles,34.066226,-118.289927,,,193
155007,Donnelly College,39.112227,-94.65103,7998941,7798156,382
153250,Dordt College,43.08396,-96.166319,34590202,35671466,1458
190770,Dowling College,40.746051,-73.164816,2292291,2295235,2256
449481,Dragon Rises College of Oriental Medicine,29.667368,-82.312769,,,46
153269,Drake University,41.60381,-93.654062,186283378,196490294,4991
184348,Drew University,40.757026,-74.425825,186946000,166693000,2082
212054,Drexel University,39.954855,-75.188745,660150000,668386000,25595
177214,Drury University,37.219757,-93.285773,79326808,86604221,3688
198419,Duke University,36.00159,-78.94226,7036776000,7296545000,15984
175227,Dunwoody College of Technology,44.973081,-93.290069,21555419,21638847,1094
212106,Duquesne University,40.437496,-79.993046,302453000,296807000,9404
150455,Earlham College,39.822278,-84.911464,404998859,405520255,1067
224527,East Texas Baptist University,32.554545,-94.374337,71841941,73210177,1308
144883,East-West University,41.871309,-87.624793,,,539
232043,Eastern Mennonite University,38.478611,-78.876077,24228200,25097544,1773
165644,Eastern Nazarene College,42.271214,-71.011238,14839010,16206256,1101
212133,Eastern University,40.052306,-75.370268,29002421,28863478,3505
446233,Ecclesia College,36.2141,-94.236643,13502,13503,283
133492,Eckerd College,27.718996,-82.685992,54489078,55738899,2023
247162,Ecumenical Theological Seminary,42.34395,-83.055551,,,152
177278,Eden Theological Seminary,38.592307,-90.345605,18722741,18899788,152
238661,Edgewood College,43.058727,-89.422122,41409665,43848482,2678
442806,Edward Via College of Osteopathic Medicine,37.199666,-80.406021,,,1637
133526,Edward Waters College,30.34513,-81.684817,1660594,1680649,2254
212197,Elizabethtown College,40.150372,-76.594175,67653893,69815043,1820
480134,Elizabethtown College School of Continuing and Professional Studies,40.149968,-76.591579,,,455
486080,Elmezzi Graduate School of Molecular Medicine,40.777947,-73.702921,,,9
144962,Elmhurst College,41.899215,-87.946096,96956552,91824806,3298
190983,Elmira College,42.092724,-76.811333,43030375,41246396,1376
198516,Elon University,36.104149,-79.505632,189323743,215379885,6631
133553,Embry-Riddle Aeronautical University-Daytona Beach,29.189244,-81.0495,60436939,64278302,5806
104586,Embry-Riddle Aeronautical University-Prescott,34.615678,-112.452285,24646477,26213004,2265
426314,Embry-Riddle Aeronautical University-Worldwide,29.18927,-81.04951,2531102,2691979,13740
165662,Emerson College,42.35532,-71.074037,146174009,149219896,4479
165671,Emmanuel College,42.341191,-71.103038,96495556,97348222,2201
139630,Emmanuel College,34.282617,-83.146825,0,16030,884
153302,Emmaus Bible College,42.509041,-90.705921,1035585,1040985,247
232025,Emory & Henry College,36.772543,-81.831737,96614350,91843469,1117
139658,Emory University,33.798836,-84.325782,6981307921,6787163000,13788
165699,Endicott College,42.554177,-70.840729,62288454,64555615,4695
124487,Epic Bible College,38.64499,-121.362221,,,186
165705,Episcopal Divinity School,42.376558,-71.125518,69942807,65769129,48
224712,Episcopal Theological Seminary of the Southwest,30.293097,-97.73266,34966878,36223533,96
409254,Erikson Institute,41.890279,-87.632238,44408582,43965581,256
217998,Erskine College,34.330674,-82.390797,39841555,37882833,761
144971,Eureka College,40.713042,-89.268952,16647608,18891849,695
177339,Evangel University,37.220956,-93.262614,13510298,14161770,1958
212443,Evangelical Theological Seminary,40.372981,-76.306252,2456956,2425547,124
179070,Everest College-Springfield,37.18165,-93.304743,,,155
260293,Everest University-Brandon,27.980447,-82.35034,12632781,13512139,977
438902,Everest University-Jacksonville,30.219885,-81.586366,4049352,4284834,364
367909,Everest University-Lakeland,28.052908,-81.945888,1050259,1050259,192
137810,Everest University-Largo,27.915296,-82.775886,3296221,3487906,261
420006,Everest University-Melbourne,28.121687,-80.657429,2901693,3070435,241
136288,Everest University-North Orlando,28.610884,-81.387438,,,307
445434,Everest University-Orange Park,30.188758,-81.706674,3851075,4075026,368
134149,Everest University-Pompano Beach,26.234119,-80.103598,,,715
390701,Everest University-South Orlando,28.434702,-81.426942,736347193,740258406,9057
137801,Everest University-Tampa,27.996582,-82.497616,,,375
385619,Everglades University,26.391218,-80.108331,,,1498
196680,Excelsior College,42.704887,-73.862204,1097376,1276269,43123
129242,Fairfield University,41.160732,-73.25778,313092000,317035000,5138
184694,Fairleigh Dickinson University-Florham Campus,40.777364,-74.435359,,,3394
184603,Fairleigh Dickinson University-Metropolitan Campus,40.896162,-74.030023,56586372,65689624,8652
153320,Faith Baptist Bible College and Theological Seminary,41.736338,-93.624208,4052895,4082252,269
443049,Faith International University,47.280177,-122.515945,,,370
212452,Faith Theological Seminary,39.3718,-76.606111,,,150
443058,Family of Faith Christian University,35.46199,-96.90224,,,32
101189,Faulkner University,32.384181,-86.21641,19111352,18222279,3262
184612,Felician University,40.867272,-74.096452,4847623,5914303,1957
232089,Ferrum College,36.926648,-80.020864,49199012,48618294,1334
114549,Fielding Graduate University,34.42941,-119.717161,4810300,4853259,1168
172440,Finlandia University,47.12709,-88.589392,4890610,4874990,536
165802,Fisher College,42.355253,-71.074125,,,1959
220181,Fisk University,36.16912,-86.805671,17927239,18577263,855
133711,Flagler College-St Augustine,29.89335,-81.315256,62494626,62030446,2701
444990,Flagler College-Tallahassee,30.444664,-84.341098,,,442
133809,Florida College,28.034911,-82.383446,10803969,12449620,550
133881,Florida Institute of Technology,28.064503,-80.624628,61122532,66598460,6631
480569,Florida Institute of Technology-Online,28.06469,-80.618811,,,3129
133979,Florida Memorial University,25.917854,-80.270672,8354380,8405201,1467
134079,Florida Southern College,28.031507,-81.945791,82380831,79212366,2869
177418,Fontbonne University,38.642697,-90.315712,18889296,19210434,1713
191241,Fordham University,40.861183,-73.889578,675054000,665532000,15286
114734,Franciscan School of Theology,33.23023,-117.319616,4901221,5009093,48
205957,Franciscan University of Steubenville,40.376086,-80.623094,52409417,55126646,2716
104665,Frank Lloyd Wright School of Architecture,33.60715,-111.846477,,,17
212577,Franklin and Marshall College,40.048045,-76.319037,339204000,334620000,2249
150604,Franklin College,39.478298,-86.047182,87613381,84715894,1087
182795,Franklin Pierce University,42.782305,-72.057875,4812269,5019608,2273
202806,Franklin University,39.958402,-82.991825,5349000,5497000,5102
441982,Franklin W Olin College of Engineering,42.292842,-71.264047,380328000,379431000,370
220215,Freed-Hardeman University,35.440073,-88.639418,44396114,51511939,1828
114813,Fresno Pacific University,36.725279,-119.731953,12779152,13343413,3342
155089,Friends University,37.678495,-97.366666,48233000,45780000,1929
156727,Frontier Nursing University,37.16363,-83.376447,18477342,19771961,1605
114840,Fuller Theological Seminary in California,34.14778,-118.140261,210081000,200851000,2532
218070,Furman University,34.920785,-82.441473,650034650,631397402,2884
481030,Future Generations Graduate School,38.70906,-79.405415,8313907,10094815,16
131450,Gallaudet University,38.907371,-76.993675,193140437,172688350,1477
212601,Gannon University,42.126111,-80.086258,56142000,58151000,4416
198561,Gardner-Webb University,35.24732,-81.668141,62987273,61349802,4329
145275,Garrett-Evangelical Theological Seminary,42.053318,-87.676721,94719432,92139304,337
212656,Geneva College,40.773474,-80.352545,38063014,39260559,1714
208822,George Fox University,45.30399,-122.968394,21568324,20894426,3925
131469,George Washington University,38.89865,-77.047871,1576508000,1616357000,26212
156745,Georgetown College,38.207934,-84.554583,40768409,38467586,1364
131496,Georgetown University,38.908809,-77.073463,1461276000,1528869000,18459
461236,Georgia Christian University,33.92835,-84.268021,,,239
184773,Georgian Court University,40.098706,-74.22622,51287913,51731037,2122
212674,Gettysburg College,39.836091,-77.234982,289299515,295910848,2447
230889,Goddard College,44.27912,-72.437252,1129594,1176905,512
202903,Gods Bible School and College,39.115484,-84.506036,,,280
115083,Golden Gate University-San Francisco,37.789208,-122.398785,70876119,62847060,2735
130989,Goldey-Beacom College,39.742464,-75.694018,85408029,97006383,1997
235316,Gonzaga University,47.668144,-117.403062,202671000,216572000,7491
202912,Good Samaritan College of Nursing and Health Science,39.140162,-84.523399,2799813,3504732,398
129154,Goodwin College,41.74405,-72.6403,8676876,8707000,3549
165936,Gordon College,42.588173,-70.819133,44008437,44316144,2045
165945,Gordon-Conwell Theological Seminary,42.613475,-70.846387,55015226,54082574,1924
150668,Goshen College,41.564254,-85.826766,117507429,110475554,839
162654,Goucher College,39.410175,-76.594843,227559000,216707000,2141
170000,Grace Bible College,42.919541,-85.692077,,,828
150677,Grace College and Theological Seminary,41.226473,-85.813931,10774418,11495508,2303
461528,Grace College of Divinity,35.059,-78.961201,,,164
481058,Grace Mission University,33.866566,-117.957072,,,214
481401,Grace School of Theology,30.20578,-95.472361,1892974,1842824,313
181093,Grace University,41.244723,-95.92789,1955169,1957264,471
153366,Graceland University-Lamoni,40.615966,-93.924893,44413563,45933335,2300
115214,Graduate Theological Union,37.87554,-122.261847,33458151,33255946,208
153375,Grand View University,41.620909,-93.605016,20286921,19588211,1988
212771,Gratz College,40.065782,-75.133025,3209310,4180471,292
170091,Great Lakes Christian College,42.754249,-84.638714,532748,538720,158
230898,Green Mountain College,43.517134,-73.241107,3879186,3568130,864
198598,Greensboro College,36.071082,-79.800232,20502393,20461845,978
145372,Greenville College,38.894751,-89.409178,16614468,16865645,1321
153384,Grinnell College,41.747048,-92.721246,1829521000,1787775000,1705
212805,Grove City College,41.157827,-80.079836,111608326,109623107,2444
198613,Guilford College,36.092563,-79.888848,83712385,81740115,1917
173647,Gustavus Adolphus College,44.324968,-93.971928,134957563,141800724,2379
212832,Gwynedd Mercy University,40.197566,-75.238052,20981000,23267000,2582
225201,Hallmark University,29.538447,-98.568626,,,859
191515,Hamilton College,43.047809,-75.408853,927520000,919578000,1877
173665,Hamline University,44.965696,-93.163983,92230815,93035603,4258
232256,Hampden-Sydney College,37.242482,-78.461371,150901016,154642827,1087
166018,Hampshire College,42.324772,-72.532401,46363182,46106969,1410
232265,Hampton University,37.0199,-76.331108,288401619,263237078,4269
177542,Hannibal-LaGrange University,39.730785,-91.391423,6553744,6571097,1167
150756,Hanover College,38.712488,-85.461086,151105668,149372264,1133
225247,Hardin-Simmons University,32.476786,-99.733815,160716509,165247590,2112
107044,Harding University,35.249605,-91.729008,117046106,118044187,6009
446640,Harrisburg University of Science and Technology,40.261303,-76.8808,,,2099
129491,Hartford Seminary,41.769861,-72.707766,46748419,43947561,128
191533,Hartwick College,42.454023,-75.073609,70808142,70588637,1393
166027,Harvard University,42.374429,-71.118177,36429256000,37615545000,29652
115409,Harvey Mudd College,34.106137,-117.710594,283696431,288995887,825
181127,Hastings College,40.590448,-98.373641,87180291,85104157,1219
212911,Haverford College,40.013368,-75.302562,490699895,485556467,1233
141644,Hawaii Pacific University,21.31027,-157.859401,65165311,61746456,4781
173683,Hazelden Betty Ford Graduate School of Addiction Studies,45.377896,-92.796687,,,137
166045,Hebrew College,42.3264,-71.190525,2273441,2225303,191
145497,Hebrew Theological College,42.011055,-87.761119,886245,884687,526
203067,Hebrew Union College-Jewish Institute of Religion,40.728938,-73.994499,200754299,205478197,326
203085,Heidelberg University,41.114337,-83.166581,43211991,45764724,1197
191597,Helene Fuld College of Nursing,40.802506,-73.943009,1198634,1494392,459
166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,42.317018,-71.129418,27341354,24354448,193
107080,Hendrix College,35.09972,-92.442021,179657921,185541373,1338
198677,Heritage Bible College,35.268445,-78.613355,95910,93857,65
101453,Heritage Christian University,34.859089,-87.662062,9141335,9673420,92
235422,Heritage University,46.374571,-120.395287,13289841,15011132,1219
155177,Hesston College,38.134487,-97.433266,12742488,12562760,412
198695,High Point University,35.972674,-79.994545,48024447,49791008,4573
485403,High Tech High Graduate School of Education,32.72875,-117.220681,,,33
191621,Hilbert College,42.75505,-78.82029,6326951,6367499,946
170286,Hillsdale College,41.931429,-84.631501,456039624,493509003,1526
203128,Hiram College,41.312294,-81.142886,69399237,70325492,1122
220312,Hiwassee College,35.557691,-84.364631,4510260,4830046,280
191630,Hobart William Smith Colleges,42.857725,-76.984533,202413144,199977634,2351
134510,Hobe Sound Bible College,27.066473,-80.132413,2062021,2084021,228
367884,Hodges University,26.277222,-81.741241,2754844,2745821,1723
191649,Hofstra University,40.715959,-73.60078,411699077,410321604,10814
232308,Hollins University,37.354629,-79.942196,180654198,170970945,802
129534,Holy Apostles College and Seminary,41.60682,-72.647853,,,442
150774,Holy Cross College,41.699982,-86.253668,1357187,1498303,578
212984,Holy Family University,40.060414,-74.990365,14990330,16883924,2711
115728,Holy Names University,37.802654,-122.18717,14887244,15117070,1049
457086,Homestead Schools,33.808573,-118.350152,,,132
162760,Hood College,39.421908,-77.419282,83449740,84671464,2289
443076,Hood Theological Seminary,35.644603,-80.480643,5082982,5784563,156
170301,Hope College,42.788052,-86.105376,195965019,203272754,3392
120537,Hope International University,33.87616,-117.88573,5540617,5738272,1302
457226,Horizon University,32.81491,-117.181071,,,29
191676,Houghton College,42.426841,-78.156882,45486705,46414117,1084
225399,Houston Baptist University,29.694414,-95.515978,90638537,100668709,3160
246345,Houston Graduate School of Theology,29.673326,-95.448779,,,154
225548,Howard Payne University,31.716345,-98.984956,63572305,58144722,1163
131520,Howard University,38.920739,-77.019478,591902000,590659000,10002
164368,Hult International Business School,42.36988,-71.070721,,,1158
115773,Humphreys University-Stockton and Modesto Campuses,38.011051,-121.316401,196396,198396,565
101435,Huntingdon College,32.350939,-86.285313,46921408,48278643,1166
150941,Huntington University,40.89907,-85.499624,22864412,25374639,1252
449348,Huntsville Bible College,34.750363,-86.594888,,,161
487524,Husson University,44.825657,-68.791753,13372108,14092894,3416
225575,Huston-Tillotson University,30.264672,-97.721698,9596470,10140239,1023
193405,Icahn School of Medicine at Mount Sinai,40.789801,-73.953445,691221000,717372000,1150
127273,Iliff School of Theology,39.674876,-104.959703,28966655,29766265,340
145691,Illinois College,39.730827,-90.246256,148409451,150123669,955
145628,Illinois College of Optometry,41.835447,-87.623016,709444,841005,647
145725,Illinois Institute of Technology,41.833801,-87.628346,222986000,235459000,7792
145646,Illinois Wesleyan University,40.491522,-88.990622,247050943,242816168,1842
213011,Immaculata University,40.027963,-75.57063,17430461,17445622,2961
465812,Independence University,40.68428,-111.869981,,,6025
151290,Indiana Institute of Technology,41.078338,-85.11795,81746057,96052710,7542
151801,Indiana Wesleyan University-Marion,40.518495,-85.661991,138534803,145985050,14730
488679,Indiana Wesleyan University-National and Global,,,,,
145886,Institute for Clinical Social Work,41.87631,-87.627181,124000,125000,116
462044,Institute for Doctoral Studies in the Visual Arts,43.65405,-70.272161,,,64
454838,Institute of Taoist Education and Acupuncture,39.987278,-105.138528,,,41
455804,Institute of World Politics,38.910537,-77.036112,2909089,3276137,107
140146,Interdenominational Theological Center,33.754904,-84.410337,8305370,8472844,256
436614,International Baptist College and Seminary,33.27593,-111.885255,,,70
448691,International Institute for Restorative Practices,40.621681,-75.381744,,,67
443128,International Technological University,37.38881,-121.930991,,,1176
191931,Iona College,40.927107,-73.785635,100296000,110891000,3977
153621,Iowa Wesleyan University,40.973689,-91.552588,14792869,14991911,457
441238,Irell & Manella Graduate School of Biological Sciences at City of Hope,34.129048,-117.972791,21289782,19983139,74
191968,Ithaca College,42.42264,-76.495057,268214127,289274531,6769
134945,Jacksonville University,30.350349,-81.60706,37417045,36987406,4048
225885,Jarvis Christian College,32.588249,-95.17773,10384151,10459135,863
231837,Jefferson College of Health Sciences,37.26608,-79.939931,2273312,2359215,1062
192040,Jewish Theological Seminary of America,40.811959,-73.960287,109220859,113470879,359
107141,John Brown University,36.191077,-94.559088,92843034,100979996,2781
203368,John Carroll University,41.488978,-81.533103,198276778,205196988,3673
116712,John F. Kennedy University,37.881794,-122.183972,4539558,4895664,1111
462354,John Paul the Great Catholic University,33.12085,-117.082401,30001,30000,317
198747,John Wesley University,35.994093,-79.997065,1172390,1149601,158
162928,Johns Hopkins University,39.32838,-76.620799,3392529000,3326932000,22686
445708,Johnson & Wales University-Charlotte,35.23294,-80.8509,,,2218
439288,Johnson & Wales University-Denver,39.747969,-104.905511,,,1388
414823,Johnson & Wales University-North Miami,25.894337,-80.164797,,,1752
460349,Johnson & Wales University-Online,41.82013,-71.413151,,,500
217235,Johnson & Wales University-Providence,41.820558,-71.413322,272937957,263780313,9454
198756,Johnson C Smith University,35.243384,-80.854842,61125084,64381205,1438
220473,Johnson University,35.937152,-83.750336,117583014,117485835,1171
132879,Johnson University Florida,28.301869,-81.362512,1028883,1209815,205
135063,Jones College-Jacksonville,30.328002,-81.610068,,,334
101541,Judson College,32.630526,-87.316127,16646068,15369581,374
146339,Judson University,42.05896,-88.289708,15716992,15567325,1274
461139,Jung Tao School of Classical Chinese Medicine,36.26276,-81.784711,,,66
213251,Juniata College,40.499511,-78.015204,106785783,110564368,1583
170532,Kalamazoo College,42.290382,-85.601317,222047672,219847239,1443
155308,Kansas Christian College,38.995081,-94.667646,,,34
177746,Kansas City Art Institute,39.046353,-94.583594,54959400,54490317,645
179812,Kansas City University of Medicine and Biosciences,39.107553,-94.561374,5754321,5957285,1163
155414,Kansas Wesleyan University,38.813923,-97.609476,26419441,27080504,748
440031,Keck Graduate Institute,34.093329,-117.72351,59018288,55322440,429
192165,Kehilath Yakov Rabbinical Seminary,41.222686,-73.810559,,,147
135081,Keiser University-Ft Lauderdale,26.185869,-80.163959,,,16579
177816,Kenrick Glennon Seminary,38.584608,-90.324024,17660562,17031132,113
157100,Kentucky Christian University,38.339002,-82.946883,6202127,6178242,606
157030,Kentucky Mountain Bible College,37.604308,-83.43771,2364575,2294564,68
157076,Kentucky Wesleyan College,37.744667,-87.121984,32630440,37471515,693
203535,Kenyon College,40.374408,-82.397977,212159850,218644080,1711
203544,Kettering College,39.694072,-84.191583,,,732
169983,Kettering University,43.013112,-83.714356,81288498,80958608,2252
192192,Keuka College,42.61541,-77.090518,13397500,13261050,1932
213303,Keystone College,41.558969,-75.777456,8106759,7768045,1459
220516,King University,36.585899,-82.156532,35638722,36706729,2920
213321,King's College,41.248118,-75.878603,67426065,70165262,2310
260956,Knowledge Systems Institute,42.033757,-87.714601,,,175
146427,Knox College,40.941829,-90.370316,124428259,127782026,1397
171881,Kuyper College,43.02195,-85.592657,7900126,8127456,260
213358,La Roche College,40.569777,-80.011977,5273928,5253695,1523
213367,La Salle University,40.038503,-75.152996,87350063,87982244,5683
117627,La Sierra University,33.908834,-117.497071,16573743,16775905,2476
165264,Laboure College,42.261615,-71.058559,2561252,2613359,803
213385,Lafayette College,40.700512,-75.209058,832811462,809061387,2533
140234,LaGrange College,33.039713,-85.041394,56165600,51768145,1028
117168,Laguna College of Art and Design,33.561448,-117.772564,2066653,2159660,607
203580,Lake Erie College,41.717841,-81.251817,33370115,32722506,1243
407629,Lake Erie College of Osteopathic Medicine,42.080699,-80.105969,1958497,2068935,3968
146481,Lake Forest College,42.250456,-87.830777,83284791,88604926,1600
146490,Lake Forest Graduate School of Management,42.243432,-87.893204,,,401
238980,Lakeland University,43.841863,-87.884956,14621357,14577876,3671
146533,Lakeview College of Nursing,40.137179,-87.644452,10550244,11141520,316
213400,Lancaster Bible College,40.074375,-76.287781,11429779,13324114,1913
213446,Lancaster Theological Seminary,40.045765,-76.317892,12807303,12270776,94
247649,Landmark College,42.977172,-72.512549,19157883,19879396,466
220598,Lane College,35.628197,-88.806832,4624643,4909691,1376
166391,Lasell College,42.342712,-71.243738,38508438,39840851,2160
170675,Lawrence Technological University,42.474072,-83.25003,41478740,47859681,3516
239017,Lawrence University,44.261323,-88.397822,249472855,275447518,1557
192323,Le Moyne College,43.047316,-76.088449,144832607,163263270,3478
220604,Le Moyne-Owen College,35.118641,-90.034101,14784388,13394531,945
213507,Lebanon Valley College,40.331733,-76.513753,58365855,61750747,1918
220613,Lee University,35.166166,-84.870018,17064718,18575224,5041
198808,Lees-McRae College,36.162777,-81.873919,20979050,20165912,1033
213543,Lehigh University,40.607158,-75.378887,1215926000,1213207000,7054
198835,Lenoir-Rhyne University,35.73904,-81.326161,73704450,70626088,2221
218265,Lenoir-Rhyne University-Lutheran Theological Southern Seminary,34.042019,-81.039018,24442487,24017381,82
166452,Lesley University,42.378429,-71.115601,,,5067
433217,Lester E Cox Medical Center-School of Medical Technology,37.145503,-93.279845,,,10
226231,LeTourneau University,32.467658,-94.72726,16737954,17618290,2795
209056,Lewis & Clark College,45.450547,-122.672478,224361159,224942839,3526
146612,Lewis University,41.605432,-88.079032,56328687,59972549,6679
157207,Lexington Theological Seminary,37.99638,-84.525601,36974043,36504711,81
232557,Liberty University,37.350345,-79.179688,126421721,1054285564,80494
117520,Life Chiropractic College West,37.637639,-122.11627,,,565
117104,Life Pacific College,34.089421,-117.830997,3365916,3561654,612
140252,Life University,33.932104,-84.514156,,,2710
218238,Limestone College,35.052919,-81.648033,16075592,16963804,3139
146667,Lincoln Christian University,40.148897,-89.34582,4711233,4969959,878
146676,Lincoln College,40.157141,-89.360552,39173252,38919461,1194
220631,Lincoln Memorial University,36.581284,-83.658818,34163477,34686173,3983
117557,Lincoln University,37.804788,-122.269745,15000,15000,574
177968,Lindenwood University,38.788203,-90.502825,143407647,145884076,11620
157216,Lindsey Wilson College,37.101853,-85.299909,19395995,21140437,2651
209065,Linfield College-McMinnville Campus,45.201333,-123.200464,103454879,102901985,1700
437325,Linfield College-Online and Continuing Education,45.201336,-123.20045,,,367
437316,Linfield College-School of Nursing,45.531529,-122.697345,,,350
219976,Lipscomb University,36.10469,-86.799304,68330588,71442976,4680
192563,LIU Brentwood,40.803845,-73.287113,,,192
192439,LIU Brooklyn,40.690134,-73.980872,,,8170
192554,LIU Hudson at Rockland,41.044023,-73.960412,,,267
432357,LIU Hudson at Westchester,41.048648,-73.705238,,,180
192448,LIU Post,40.820043,-73.593279,,,8623
450766,LIU Riverhead,40.876143,-72.6991,,,151
198862,Livingstone College,35.670743,-80.484459,,,1262
177986,Logan University,38.63133,-90.542333,15541201,15071404,915
117636,Loma Linda University,34.050975,-117.261086,324865000,357949000,4490
166489,Longy School of Music of Bard College,42.37854,-71.123431,7098573,6523531,224
153825,Loras College,42.504131,-90.680232,29035657,30527135,1528
159568,Louisiana College,31.322286,-92.425567,35820201,35776372,1092
157298,Louisville Presbyterian Theological Seminary,38.236941,-85.685726,83864971,83678869,170
203757,Lourdes University,41.708694,-83.706649,10800564,11003077,1530
117946,Loyola Marymount University,33.970633,-118.415655,458000000,448480000,9392
146719,Loyola University Chicago,41.999161,-87.657399,538523000,541667000,16437
163046,Loyola University Maryland,39.346044,-76.623417,197928830,206254056,6050
159656,Loyola University New Orleans,29.936141,-90.120417,289201000,272625000,4087
226383,Lubbock Christian University,33.576273,-101.934816,15756208,16343058,1958
153834,Luther College,43.313584,-91.803971,145453663,149032049,2337
135364,Luther Rice College & Seminary,33.697984,-84.123648,508102,531478,1154
173896,Luther Seminary,44.984815,-93.196754,79703646,89369344,546
146728,Lutheran School of Theology at Chicago,41.795064,-87.599577,42184551,42559320,214
213631,Lutheran Theological Seminary at Gettysburg,39.831961,-77.244231,34552479,34290495,138
213640,Lutheran Theological Seminary at Philadelphia,40.061636,-75.191496,25111243,24284564,215
213668,Lycoming College,41.246127,-77.0003,198093000,194189000,1285
232609,Lynchburg College,37.397678,-79.184153,97523495,98665977,2794
132657,Lynn University,26.382777,-80.123851,24381263,24273813,2693
106342,Lyon College,35.778934,-91.628115,45020624,45031570,715
173902,Macalester College,44.936709,-93.169855,749550000,777358000,2172
192624,Machzikei Hadath Rabbinical College,40.628037,-73.988435,,,153
146825,MacMurray College,39.730226,-90.22175,10470469,12092828,570
170806,Madonna University,42.386463,-83.407306,38380492,37645078,3704
153861,Maharishi University of Management,41.017781,-91.967306,10069000,10199000,1530
161509,Maine College of Art,43.653672,-70.26195,6418977,6484072,468
203775,Malone University,40.826516,-81.383525,18397130,18350915,1722
151777,Manchester University,41.011609,-85.758762,54426033,55890298,1536
155496,Manhattan Christian College,39.185764,-96.579018,2364165,2463660,308
192703,Manhattan College,40.889756,-73.901893,72903549,75942238,4071
192712,Manhattan School of Music,40.812341,-73.961691,23391928,24065033,998
192749,Manhattanville College,41.031054,-73.718316,31072836,31811944,2921
480754,Manthano Christian College,42.33117,-83.406961,,,26
446394,Maple Springs Baptist Bible College and Seminary,38.86348,-76.942465,,,89
239071,Maranatha Baptist University,43.195709,-88.735055,242062,242061,1059
192785,Maria College of Albany,42.656506,-73.805986,21174745,21412162,824
151786,Marian University,39.81534,-86.204599,36013451,39260589,2897
239080,Marian University,43.777411,-88.420638,7397757,7444682,2099
203845,Marietta College,39.417638,-81.450038,78654296,77830713,1331
192819,Marist College,41.721955,-73.934342,55302924,56960149,6474
230940,Marlboro College,42.839603,-72.736552,,,189
440411,Marlboro College Graduate & Professional Studies,42.850323,-72.55636,,,90
239105,Marquette University,43.03903,-87.927961,531700000,551600000,11491
198899,Mars Hill University,35.825858,-82.550859,41847554,43926787,1410
123943,Marshall B Ketchum University,33.889819,-117.886158,7451765,7590525,460
173452,Martin Luther College,44.3046,-94.473422,10595337,11802598,900
220701,Martin Methodist College,35.200662,-87.035085,13565722,14673690,1105
151810,Martin University,39.79844,-86.104771,,,349
232672,Mary Baldwin University,38.155724,-79.067741,37473707,36881411,1666
170842,Marygrove College,42.414415,-83.154109,1453185,1755756,1380
163295,Maryland Institute College of Art,39.308792,-76.621033,80808051,85217842,2197
164085,Maryland University of Integrative Health,39.165872,-76.888025,671831,673115,1077
209108,Marylhurst University,45.398174,-122.647755,19550714,19008708,982
118541,Marymount California University,33.73463,-118.333404,9854137,9754899,1099
192864,Marymount Manhattan College,40.769108,-73.959676,17863772,18723910,1928
232706,Marymount University,38.905552,-77.128799,37794809,37475510,3363
220710,Maryville College,35.751969,-83.963853,68084457,67915248,1213
178059,Maryville University of Saint Louis,38.645474,-90.505096,39818788,46008973,6414
213826,Marywood University,41.434978,-75.633996,39334440,35388057,3010
431594,Massachusetts General Hospital Dietetic Internship,42.362612,-71.068939,,,21
166683,Massachusetts Institute of Technology,42.360095,-71.092115,12425131000,13474743000,11331
369002,Massachusetts School of Law,42.688042,-71.20203,,,363
365426,Mayo Clinic Graduate School of Biomedical Sciences,44.020617,-92.466919,177300000,85100000,276
173966,Mayo Clinic School of Health Sciences,44.022784,-92.466645,177300000,85100000,425
173957,Mayo Clinic School of Medicine,44.020808,-92.466417,177300000,85100000,218
146977,McCormick Theological Seminary,41.793514,-87.5961,87044035,85099995,195
164270,McDaniel College,39.584879,-77.001662,114131000,115530000,3003
147013,McKendree University,38.609431,-89.814486,36769842,37030053,3001
226587,McMurry University,32.429551,-99.750277,77904893,81256570,1071
155511,McPherson College,38.371464,-97.6443,36200171,35693527,681
166656,MCPHS University,42.337036,-71.100964,472833911,578157797,7074
147031,Meadville Lombard Theological School,41.87404,-87.624801,12501807,13023436,98
192925,Medaille College,42.92895,-78.856569,1172621,1283016,2112
239169,Medical College of Wisconsin,43.044108,-88.022698,748637000,778315000,1217
220792,Meharry Medical College,36.166708,-86.807315,173554452,177403547,829
220808,Memphis College of Art,35.145874,-89.993707,4685297,4902419,410
220871,Memphis Theological Seminary,35.13311,-89.982653,10001447,10419542,267
118693,Menlo College,37.452906,-122.181444,29078564,27789348,787
140447,Mercer University,32.831709,-83.650114,256919032,251100662,8600
193016,Mercy College,41.021436,-73.874571,147765416,193535022,11295
153977,Mercy College of Health Sciences,41.59432,-93.626251,3426933,3944954,789
203960,Mercy College of Ohio,41.657936,-83.5526,12297212,12801812,1243
213987,Mercyhurst University,42.103991,-80.055568,27046522,30250000,2828
198950,Meredith College,35.797197,-78.689175,93872324,96523500,1949
166850,Merrimack College,42.668352,-71.124216,46564537,51275154,3620
461847,Mesivta Keser Torah,40.09639,-74.217081,,,34
193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,40.635169,-73.979166,,,26
